IOL_1A,R,DPIO,3,E4
IOL_1B,R,DPIO,3,B2
IOL_2A,R,DPIO,3,F5
IOL_2B,R,DPIO,3,B1
IOL_3A,R,DPIO,3,C1
IOL_3B,R,DPIO,3,C2
IOL_4A,R,DPIO,3,F4
IOL_4B,R,DPIO,3,D2
IOL_5A,R,DPIO,3,G5
IOL_5B,R,DPIO,3,D1
IOL_6A,R,DPIO,3,G4
IOL_6B,R,DPIO,3,E3
IOL_7A,R,DPIO,3,H5
IOL_7B,R,DPIO,3,E2
IOL_8A,R,DPIO,3,G3
IOL_8B,R,DPIO,3,F3
IOL_9A,R,DPIO,3,H3
IOL_9B,R,DPIO,3,F2
IOL_10A,R,DPIO,3,H6
IOL_10B,R,DPIO,3,F1
IOL_11A,R,DPIO,3,H4
IOL_11B,R,DPIO,3,G2
IOL_12A,R,DPIO,3,J4
IOL_12B,R,DPIO,3,H2
IOL_13A,R,DPIO,3,J5
IOL_13B_GBIN7,R,GBIN,3,G1
IOL_14A_GBIN6,R,GBIN,3,J3
IOL_14B,R,DPIO,3,H1
IOL_15A,R,DPIO,3,J2
IOL_15B,R,DPIO,3,J1
IOL_16A,R,DPIO,3,K1
IOL_16B,R,DPIO,3,K3
IOL_17A,R,DPIO,3,L4
IOL_17B,R,DPIO,3,L1
IOL_18A,R,DPIO,3,K4
IOL_18B,R,DPIO,3,M1
IOL_19A,R,DPIO,3,L6
IOL_19B,R,DPIO,3,L3
IOL_20A,R,DPIO,3,K5
IOL_20B,R,DPIO,3,M2
IOL_21A,R,DPIO,3,L7
IOL_21B,R,DPIO,3,N2
IOL_22A,R,DPIO,3,M6
IOL_22B,R,DPIO,3,M3
IOL_23A,R,DPIO,3,L5
IOL_23B,R,DPIO,3,N3
IOL_24A,R,DPIO,3,P1
IOL_24B,R,DPIO,3,M4
IOL_25A,R,DPIO,3,P2
IOL_25B,R,DPIO,3,M5
IOL_26A,R,DPIO,3,R1
IOL_26B,R,DPIO,3,N4
IOB_52,R,PIO,2,N6
IOB_53,R,PIO,2,T1
IOB_54,R,PIO,2,P4
IOB_55,R,PIO,2,R2
IOB_56,R,PIO,2,N5
IOB_57,R,PIO,2,T2
IOB_58,R,PIO,2,P5
IOB_59,R,PIO,2,R3
IOB_60,R,PIO,2,R5
IOB_61,R,PIO,2,T3
IOB_63,R,PIO,2,R4
IOB_64,R,PIO,2,M7
IOB_66,R,PIO,2,N7
IOB_67,R,PIO,2,P6
IOB_68,R,PIO,2,M8
IOB_69,R,PIO,2,T5
IOB_71,R,PIO,2,R6
IOB_72,R,PIO,2,P8
IOB_73,R,PIO,2,T6
IOB_74,R,PIO,2,L9
IOB_75,R,PIO,2,T7
IOB_76,R,PIO,2,T8
IOB_77,R,PIO,2,P7
IOB_78,R,PIO,2,N9
IOB_79,R,PIO,2,T9
IOB_80,R,PIO,2,M9
IOB_81_GBIN5,R,GBIN,2,R9
IOB_82_GBIN4,R,GBIN,2,K9
IOB_83,R,PIO,2,P9
GNDPLL0,L,GNDPLL,GNDPLL,N8
VCCPLL0,L,VCCPLL,VCCPLL,L8
IOB_84,R,PIO,2,R10
IOB_85,R,PIO,2,L10
IOB_86,R,PIO,2,P10
IOB_87,R,PIO,2,N10
IOB_88,R,PIO,2,T10
IOB_89,R,PIO,2,T11
IOB_91,R,PIO,2,T15
IOB_92,R,PIO,2,T14
IOB_93,R,PIO,2,M11
IOB_94,R,PIO,2,T13
IOB_98,R,PIO,2,N12
IOB_99,R,PIO,2,L11
IOB_100,R,PIO,2,T16
IOB_101,R,PIO,2,M12
IOB_102,R,PIO,2,R16
IOB_103_CBSEL0,R,PIO,2,K11
IOB_104_CBSEL1,R,PIO,2,P13
CDONE,L,CONFIG,2,M10
CRESET_B,L,CONFIG,2,N11
IOB_105_SDO,R,SPI,SPI,P12
IOB_106_SDI,R,SPI,SPI,P11
IOB_107_SCK,R,SPI,SPI,R11
IOB_108_SS,R,SPI,SPI,R12
