IOL_2A,R,DPIO,3,1
IOL_2B,R,DPIO,3,2
IOL_3A,R,DPIO,3,3
IOL_3B,R,DPIO,3,4
GND,L,GND,GND,5
VCCIO_3,L,VCCIO,VCCIO,6
IOL_4A,R,DPIO,3,7
IOL_4B,R,DPIO,3,8
IOL_5A,R,DPIO,3,9
IOL_5B,R,DPIO,3,10
IOL_8A,R,DPIO,3,11
IOL_8B,R,DPIO,3,12
GND,L,GND,GND,13
GND,L,GND,GND,14
IOL_10A,R,DPIO,3,15
IOL_10B,R,DPIO,3,16
IOL_12A,R,DPIO,3,17
IOL_12B,R,DPIO,3,18
IOL_13A,R,DPIO,3,19
IOL_13B_GBIN7,R,GBIN,3,20
IOL_14A_GBIN6,R,GBIN,3,21
IOL_14B,R,DPIO,3,22
IOL_17A,R,DPIO,3,23
IOL_17B,R,DPIO,3,24
IOL_18A,R,DPIO,3,25
IOL_18B,R,DPIO,3,26
VCC,L,VCC,VCC,27
IOL_23A,R,DPIO,3,28
IOL_23B,R,DPIO,3,29
VCCIO_3,L,VCCIO,VCCIO,30
IOL_24A,R,DPIO,3,31
IOL_24B,R,DPIO,3,32
IOL_25A,R,DPIO,3,33
IOL_25B,R,DPIO,3,34
IOB_56,R,PIO,2,37
IOB_57,R,PIO,2,38
IOB_61,R,PIO,2,39
VCC,L,VCC,VCC,40
IOB_63,R,PIO,2,41
IOB_64,R,PIO,2,42
IOB_71,R,PIO,2,43
IOB_72,R,PIO,2,44
IOB_73,R,PIO,2,45
VCCIO_2,L,VCCIO,VCCIO,46
IOB_79,R,PIO,2,47
IOB_80,R,PIO,2,48
IOB_81_GBIN5,R,GBIN,2,49
IOB_82_GBIN4,R,GBIN,2,52
GNDPLL0,L,GNDPLL,GNDPLL,53
VCCPLL0,L,VCCPLL,VCCPLL,54
IOB_91,R,PIO,2,55
IOB_94,R,PIO,2,56
VCCIO_2,L,VCCIO,VCCIO,57
GND,L,GND,GND,59
IOB_95,R,PIO,2,60
IOB_96,R,PIO,2,61
IOB_102,R,PIO,2,62
IOB_103_CBSEL0,R,PIO,2,63
IOB_104_CBSEL1,R,PIO,2,64
CDONE,L,CONFIG,2,65
CRESET_B,L,CONFIG,2,66
IOB_105_SDO,R,SPI,SPI,67
IOB_106_SDI,R,SPI,SPI,68
GND,L,GND,GND,69
IOB_107_SCK,R,SPI,SPI,70
IOB_108_SS,R,SPI,SPI,71
VCC_SPI,L,SPI,SPI,72
IOR_109,R,PIO,1,73
IOR_110,R,PIO,1,74
IOR_111,R,PIO,1,75
IOR_112,R,PIO,1,76
NC,B,NC,NC,77
IOR_114,R,PIO,1,78
IOR_115,R,PIO,1,79
IOR_116,R,PIO,1,80
IOR_117,R,PIO,1,81
IOR_118,R,PIO,1,82
IOR_119,R,PIO,1,83
IOR_120,R,PIO,1,84
IOR_128,R,PIO,1,85
GND,L,GND,GND,86
IOR_136,R,PIO,1,87
IOR_137,R,PIO,1,88
VCCIO_1,L,VCCIO,VCCIO,89
IOR_138,R,PIO,1,90
IOR_139,R,PIO,1,91
VCC,L,VCC,VCC,92
IOR_140_GBIN3,R,GBIN,1,93
IOR_141_GBIN2,R,GBIN,1,94
IOR_144,R,PIO,1,95
IOR_146,R,PIO,1,96
IOR_147,R,PIO,1,97
IOR_148,R,PIO,1,98
IOR_152,R,PIO,1,99
VCCIO_1,L,VCCIO,VCCIO,100
IOR_160,R,PIO,1,101
IOR_161,R,PIO,1,102
GND,L,GND,GND,103
IOR_164,R,PIO,1,104
IOR_165,R,PIO,1,105
IOR_166,R,PIO,1,106
IOR_167,R,PIO,1,107
VPP_2V5,L,VPP,VPP,108
VPP_FAST,L,VPP,VPP,109
IOT_168,R,PIO,0,110
VCC,L,VCC,VCC,111
IOT_169,R,PIO,0,112
IOT_170,R,PIO,0,113
IOT_171,R,PIO,0,114
IOT_172,R,PIO,0,115
IOT_173,R,PIO,0,116
IOT_174,R,PIO,0,117
IOT_177,R,PIO,0,118
IOT_178,R,PIO,0,119
IOT_179,R,PIO,0,120
IOT_181,R,PIO,0,121
IOT_190,R,PIO,0,122
VCCIO_0,L,VCCIO,VCCIO,123
IOT_191,R,PIO,0,124
IOT_192,R,PIO,0,125
VCCPLL1,L,VCCPLL,VCCPLL,126
GNDPLL1,L,GNDPLL,GNDPLL,127
IOT_197_GBIN1,R,GBIN,0,128
IOT_198_GBIN0,R,GBIN,0,129
IOT_206,R,PIO,0,130
VCCIO_0,L,VCCIO,VCCIO,131
GND,L,GND,GND,132
IOT_212,R,PIO,0,134
IOT_213,R,PIO,0,135
IOT_214,R,PIO,0,136
IOT_215,R,PIO,0,137
IOT_216,R,PIO,0,138
IOT_217,R,PIO,0,139
GND,L,GND,GND,140
IOT_219,R,PIO,0,141
IOT_220,R,PIO,0,142
IOT_221,R,PIO,0,143
IOT_222,R,PIO,0,144
NC,B,NC,NC,35
NC,B,NC,NC,36
NC,B,NC,NC,50
NC,B,NC,NC,51
NC,B,NC,NC,58
NC,B,NC,NC,133
