IOL_2A,R,DPIO,3,B1
IOL_2B,R,DPIO,3,A1
IOL_6A,R,DPIO,3,C2
IOL_6B_GBIN7,R,GBIN,3,C1
IOL_7A_GBIN6,R,GBIN,3,D1
IOL_7B,R,DPIO,3,E1
IOB_35_GBIN5,R,GBIN,2,F2
IOB_34,R,PIO,2,E2
IOB_42_CBSEL0,R,PIO,2,E3
IOB_43_CBSEL1,R,PIO,2,F3
CDONE,L,CONFIG,2,C4
CRESET_B,L,CONFIG,2,F4
IOB_44_SDO,R,SPI,SPI,E4
IOB_45_SDI,R,SPI,SPI,F5
IOB_46_SCK,R,SPI,SPI,E5
IOB_47_SS,R,SPI,SPI,D5
VCC_SPI,L,SPI,SPI,F6
IOR_54,R,PIO,1,E6
IOR_55,R,PIO,1,D6
IOR_60_GBIN3,R,GBIN,1,C5
IOR_61_GBIN2,R,GBIN,1,B4
IOR_63,R,PIO,1,B5
IOR_64,R,PIO,1,B6
IOR_65,R,PIO,1,C6
VPP_2V5,L,VPP,VPP,A6
VPP_FAST,L,VPP,VPP,A5
IOT_84_GBIN1,R,GBIN,0,A3
IOT_85_GBIN0,R,GBIN,0,B3
IOT_89,R,PIO,0,A2
IOT_90,R,PIO,0,C3
GND,L,GND,GND,D2
GND,L,GND,GND,D3
GND,L,GND,GND,D4
VCC,L,VCC,VCC,B2
VCCIO_0_1,L,VCCIO,VCCIO,A4
VCCIO_2_3,L,VCCIO,VCCIO,F1
